form	lemma	POS	morph
Voici	voici	VERcjg	MODE=ind|TEMPS=pst|PERS.=x|NOMB.=x
un	un	DETndf	NOMB.=s|GENRE=m
petit	petit	ADJqua	NOMB.=s|GENRE=m
conte	conte	NOMcom	NOMB.=s|GENRE=m
indien	indien	ADJqua	NOMB.=s|GENRE=m
qui	qui	PROrel	MORPH=empty
renferme	renfermer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
plus	plus	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
vérités	vérité	NOMcom	NOMB.=p|GENRE=f
que	que	CONsub	MORPH=empty
bien	bien	ADVgen	MORPH=empty
des	un	DETndf	NOMB.=p|GENRE=f
histoires	histoire	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
l’	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
avois	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s
destiné	destiner	VERppe	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
augmenter	augmenter	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
relation	relation	NOMcom	NOMB.=s|GENRE=f
d’	de	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
voyage	voyage	NOMcom	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
Ile	île	NOMpro	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
France	France	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
publiée	publier	VERppe	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
1773	1773	PROcar	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
que	que	PROrel	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
propose	proposer	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
de	de	PRE	MORPH=empty
faire	faire	VERinf	MORPH=empty
réimprimer	réimprimer	VERinf	MORPH=empty
avec	avec	PRE	MORPH=empty
des	un	DETndf	NOMB.=p|GENRE=f
additions	addition	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Comme	comme	CONsub	MORPH=empty
j’	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
y	y	PROadv	MORPH=empty
parle	parler	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
des	de_le	DETndf	NOMB.=p|GENRE=m
Indiens	indien	NOMpro	NOMB.=p|GENRE=m
qui	qui	PROrel	MORPH=empty
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
dans	dans	PRE	MORPH=empty
cette	ce	DETdem	NOMB.=s|GENRE=f
île	île	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
j’	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
avois	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s
voulu	vouloir	VERppe	NOMB.=s|GENRE=m
y	y	PROadv	MORPH=empty
joindre	joindre	VERinf	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
tableau	tableau	NOMcom	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
mœurs	mœurs	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
ceux	celui	PROdem	NOMB.=p|GENRE=m
qui	qui	PROrel	MORPH=empty
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
dans	dans	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
Inde	Inde	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
d’	de	PRE	MORPH=empty
après	après	PRE	MORPH=empty
des	un	DETndf	NOMB.=p|GENRE=f
notes	note	NOMcom	NOMB.=p|GENRE=f
assez	assez	ADVgen	MORPH=empty
intéressantes	intéresser	VERppa	NOMB.=p|GENRE=f
que	que	CONsub	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
m’	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
étois	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s
procurées	procurer	VERppe	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
J’	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
en	en	PROadv	MORPH=empty
avois	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s
donc	donc	ADVgen	MORPH=empty
formé	former	VERppe	NOMB.=s|GENRE=m
un	un	DETndf	NOMB.=s|GENRE=m
épisode	épisode	NOMcom	NOMB.=s|GENRE=m
que	que	PROrel	MORPH=empty
j’	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
avois	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s
lié	lier	VERppe	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
anecdocte	anecdote	NOMcom	NOMB.=s|GENRE=f
historique	historique	ADJqua	NOMB.=s|GENRE=f
qui	qui	PROrel	MORPH=empty
en	en	PROadv	MORPH=empty
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m
commencement	commencement	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
C'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
à	à	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
occasion	occasion	NOMcom	NOMB.=s|GENRE=f
d’	de	PRE	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
compagnie	compagnie	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
savans	savant	NOMcom	NOMB.=p|GENRE=m
anglois	anglais	ADJqua	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
envoyés	envoyer	VERppe	NOMB.=p|GENRE=m
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=x|CAS=n
y	y	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
une	un	DETndf	NOMB.=s|GENRE=f
trentaine	trentaine	NOMcom	NOMB.=s|GENRE=f
d’	de	PRE	MORPH=empty
années	année	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
dans	dans	PRE	MORPH=empty
diverses	divers	DETind	NOMB.=p|GENRE=f
parties	partie	NOMcom	NOMB.=p|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
monde	monde	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
pour	pour	PRE	MORPH=empty
y	y	PROadv	MORPH=empty
recueillir	recueillir	VERinf	MORPH=empty
des	un	DETndf	NOMB.=p|GENRE=f
lumières	lumière	NOMcom	NOMB.=p|GENRE=f
sur	sur	PRE	MORPH=empty
plusieurs	plusieurs	DETind	NOMB.=p|GENRE=m
objets	objet	NOMcom	NOMB.=p|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
sciences	science	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
J’	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
y	y	PROadv	MORPH=empty
parle	parler	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
d’	de	PRE	MORPH=empty
un	un	PROind	NOMB.=s|GENRE=m
d’	de	PRE	MORPH=empty
entre	entre	PRE	MORPH=empty
eux	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
vint	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=f
Indes	Inde	NOMpro	NOMB.=p|GENRE=f
pour	pour	PRE	MORPH=empty
concourir	concourir	VERinf	MORPH=empty
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
progrès	progrès	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
vérité	vérité	NOMcom	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
comme	comme	CONsub	MORPH=empty
cet	ce	DETdem	NOMB.=s|GENRE=m
épisode	épisode	NOMcom	NOMB.=s|GENRE=m
formoit	former	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
un	un	DETndf	NOMB.=s|GENRE=m
hors	hors	ADVgen	MORPH=empty
-	-	PONfbl	MORPH=empty
d’	de	PRE	MORPH=empty
œuvre	œuvre	NOMcom	NOMB.=s|GENRE=f
dans	dans	PRE	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
ouvrage	ouvrage	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
j’	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
jugé	juger	VERppe	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
propos	propos	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
publier	publier	VERinf	MORPH=empty
séparément	séparément	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
proteste	protester	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
ici	ici	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
n’	ne	ADVneg	MORPH=empty
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
eu	avoir	VERppe	NOMB.=s|GENRE=m
aucune	aucun	DETind	NOMB.=s|GENRE=f
intention	intention	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
jeter	jeter	VERinf	MORPH=empty
quelque	quelque	DETind	NOMB.=s|GENRE=m
ridicule	ridicule	NOMcom	NOMB.=s|GENRE=m
sur	sur	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
académies	académie	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
quoique	quoique	CONsub	MORPH=empty
j’	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
aie	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s
beaucoup	beaucoup	ADVgen	MORPH=empty
à	à	PRE	MORPH=empty
m’	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
en	en	PROadv	MORPH=empty
plaindre	plaindre	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
non	non	ADVgen	MORPH=empty
par	par	PRE	MORPH=empty
rapport	rapport	NOMcom	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
personne	personne	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
à	à	PRE	MORPH=empty
cause	cause	NOMcom	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
intérêts	intérêt	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
vérité	vérité	NOMcom	NOMB.=s|GENRE=f
*	*	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
qu’	que	PROrel	MORPH=empty
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
persécutent	persécuter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
souvent	souvent	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
quand	quand	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
contrarie	contrarier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
leurs	leur	DETpos	PERS.=3|NOMB.=p|GENRE=m
systêmes	système	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
suis	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
d’	de	PRE	MORPH=empty
ailleurs	ailleurs	ADVgen	MORPH=empty
trop	trop	ADVgen	MORPH=empty
redevable	redevable	ADJqua	NOMB.=s|GENRE=x
à	à	PRE	MORPH=empty
plusieurs	plusieurs	DETind	NOMB.=p|GENRE=m
savans	savant	NOMcom	NOMB.=p|GENRE=m
anglois	anglais	ADJqua	NOMB.=p|GENRE=m
qui	qui	PROrel	MORPH=empty
,	,	PONfbl	MORPH=empty
sans	sans	PRE	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
connoître	connaître	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
seul	seul	ADJqua	NOMB.=s|GENRE=m
amour	amour	NOMcom	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
sciences	science	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
honoré	honorer	VERppe	NOMB.=s|GENRE=m
mes	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
Etudes	étude	NOMpro	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Nature	nature	NOMpro	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
leurs	leur	DETpos	PERS.=3|NOMB.=p|GENRE=m
plus	plus	ADVgen	MORPH=empty
glorieux	glorieux	ADJqua	NOMB.=p|GENRE=m
suffrages	suffrage	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
qu’	que	PROrel	MORPH=empty
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
n’	ne	ADVneg	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
pas	pas	ADVgen	MORPH=empty
craint	craindre	VERppe	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
publier	publier	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
comme	comme	CONsub	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
peut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
voir	voir	VERinf	MORPH=empty
entre	entre	PRE	MORPH=empty
autres	autre	PROind	NOMB.=p|GENRE=x
dans	dans	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
extrait	extrait	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
leurs	leur	DETpos	PERS.=3|NOMB.=p|GENRE=m
journaux	journal	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
rapporté	rapporter	VERppe	NOMB.=s|GENRE=m
par	par	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
Moniteur	moniteur	NOMpro	NOMB.=s|GENRE=m
François	François	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
9	9	PROcar	MORPH=empty
février	février	NOMcom	NOMB.=s|GENRE=m
1790	1790	PROcar	MORPH=empty
.	.	PONfrt	MORPH=empty
Le	le	DETdef	NOMB.=s|GENRE=m
caractère	caractère	NOMcom	NOMB.=s|GENRE=m
que	que	PROrel	MORPH=empty
j’	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
donné	donner	VERppe	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
un	un	PROind	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
leurs	leur	DETpos	PERS.=3|NOMB.=p|GENRE=m
confrères	confrère	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
une	un	DETndf	NOMB.=s|GENRE=f
preuve	preuve	NOMcom	NOMB.=s|GENRE=f
non	non	ADVgen	MORPH=empty
équivoque	équivoque	ADJqua	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
estime	estime	NOMcom	NOMB.=s|GENRE=f
pour	pour	PRE	MORPH=empty
eux	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
.	.	PONfrt	MORPH=empty
Certainement	certainement	ADVgen	MORPH=empty
j’	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
dû	devoir	VERppe	NOMB.=s|GENRE=m
regarder	regarder	VERinf	MORPH=empty
comme	comme	CONsub	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
démarche	démarche	NOMcom	NOMB.=s|GENRE=f
qui	qui	PROrel	MORPH=empty
mérite	mériter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
toute	tout	DETind	NOMB.=s|GENRE=f
la	le	DETdef	NOMB.=s|GENRE=f
reconnoissance	reconnaissance	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=p|GENRE=f
nation	nation	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
d’	de	PRE	MORPH=empty
avoir	avoir	VERinf	MORPH=empty
cherché	chercher	VERppe	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
importer	importer	VERinf	MORPH=empty
des	un	DETndf	NOMB.=p|GENRE=f
lumières	lumière	NOMcom	NOMB.=p|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
pays	pays	NOMcom	NOMB.=p|GENRE=m
étrangers	étranger	ADJqua	NOMB.=p|GENRE=m
en	en	PRE	MORPH=empty
Angleterre	Angleterre	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
considère	considérer	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
celle	celui	PROdem	NOMB.=s|GENRE=f
d’	de	PRE	MORPH=empty
en	en	PROadv	MORPH=empty
avoir	avoir	VERinf	MORPH=empty
exporté	exporter	VERppe	NOMB.=s|GENRE=m
d’	de	PRE	MORPH=empty
Angleterre	Angleterre	NOMpro	NOMB.=s|GENRE=f
dans	dans	PRE	MORPH=empty
des	un	DETndf	NOMB.=p|GENRE=m
pays	pays	NOMcom	NOMB.=p|GENRE=m
sauvages	sauvage	ADJqua	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
par	par	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
voyages	voyage	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
Cook	Cook	NOMpro	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
Banck	Banks	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
comme	comme	CONsub	MORPH=empty
digne	digne	ADJqua	NOMB.=s|GENRE=x
de	de	PRE	MORPH=empty
toute	tout	DETind	NOMB.=s|GENRE=f
celle	celui	PROdem	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
genre	genre	NOMcom	NOMB.=s|GENRE=m
humain	humain	ADJqua	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
première	première	PROord	NOMB.=s|GENRE=f
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
été	être	VERppe	NOMB.=s|GENRE=m
imitée	imiter	VERppe	NOMB.=s|GENRE=f
depuis	depuis	PRE	MORPH=empty
par	par	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
Danemarck	Danemark	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
seconde	second	PROord	NOMB.=s|GENRE=f
par	par	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
France	France	NOMpro	NOMB.=s|GENRE=f
*	*	CONcoo	MORPH=empty
;	;	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
toutes	tout	DETind	NOMB.=p|GENRE=f
deux	deux	PROcar	MORPH=empty
bien	bien	ADVgen	MORPH=empty
malheureusement	malheureusement	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
puisque	puisque	CONsub	MORPH=empty
de	de	PRE	MORPH=empty
douze	douze	DETcar	MORPH=emptyv
savans	savant	ADJqua	NOMB.=p|GENRE=m
voyageurs	voyageur	NOMcom	NOMB.=p|GENRE=m
danois	danois	ADJqua	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=x|CAS=n
n’	ne	ADVneg	MORPH=empty
en	en	PROadv	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
revenu	revenir	VERppe	NOMB.=s|GENRE=m
qu’	que	ADVgen	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
seul	seul	NOMcom	NOMB.=s|GENRE=m
dans	dans	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
patrie	patrie	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=x
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
n’	ne	ADVneg	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
aucune	aucun	DETind	NOMB.=s|GENRE=f
nouvelle	nouvelle	NOMcom	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
deux	deux	ADJcar	MORPH=empty
vaisseaux	vaisseau	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
guerre	guerre	NOMcom	NOMB.=s|GENRE=f
